costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,tic,fyrc,sic,ebitda,revt
A,USD,STD,INDL,C,041231,2023-12-31,JPMORGAN SM & MID CAP ECD EQ,JMEE,12,6722,,
A,USD,STD,INDL,C,041234,2023-12-31,EIGHTCO HOLDINGS INC,OCTO,12,6153,-4.7980,75.2980
A,USD,STD,INDL,C,041236,2023-12-31,FINANCIAL SERVICES OPPOR ETF,GABF,12,6722,,
A,USD,STD,FS,C,041241,2023-09-30,HANOVER BANCORP INC,HNVR,12,6020,,112.9160
A,USD,STD,INDL,C,041241,2023-09-30,HANOVER BANCORP INC,HNVR,12,6020,31.9220,112.9160
A,USD,STD,INDL,C,041243,2023-12-31,SPDR MTAS IT GD 400 CP B ETF,LQIG,12,6722,,
A,USD,STD,INDL,C,041257,2023-12-31,TEUCRIUM AGRI SGY NO K-1 ETF,TILL,12,6722,,
I,USD,STD,INDL,C,041258,2023-12-31,SIMPLIFY MACRO STRATEGY ETF,FIG,12,6722,,
A,CAD,STD,INDL,C,041259,2023-12-31,GLOBAL X CPPR PRDCRS INX ETF,COPP.,12,6722,,
A,USD,STD,INDL,C,041261,2023-12-31,SEI ENHANCED US L C M F ETF,SEIM,12,6722,,
A,USD,STD,INDL,C,041262,2023-12-31,SEI ENHANCED US L C Q F ETF,SEIQ,12,6722,,
A,USD,STD,INDL,C,041263,2023-12-31,SEI ENHANCED US L C V F ETF,SEIV,12,6722,,
A,USD,STD,INDL,C,041264,2023-12-31,SEI ENHANCD LOW V US L C ETF,SELV,12,6722,,
A,USD,STD,INDL,C,041268,2023-12-31,STF TACTICAL GROWTH ETF,TUG,12,6722,,
A,USD,STD,INDL,C,041269,2023-12-31,STF TACTICAL GROWTH & IN ETF,TUGN,12,6722,,
A,USD,STD,INDL,C,041270,2023-04-30,HEARTSCIENCES INC,HSCS,4,3845,-6.0860,0.0050
A,USD,STD,INDL,C,041271,2023-12-31,RELATIVE SENTIMENT TAC A ETF,MOOD,12,6722,,
A,USD,STD,INDL,C,041273,2023-12-31,PRINCIPAL REAL ES ACT OP ETF,BYRE,12,6722,,
A,USD,STD,INDL,C,041275,2023-12-31,ALPS INTERMEDIATE MUNI B ETF,MNBD,12,6722,,
A,USD,STD,INDL,C,041276,2023-12-31,HARBOR DIV GROWTH LEADRS ETF,GDIV,12,6722,,
A,USD,STD,INDL,C,041277,2023-12-31,JP MORGAN REALTY INCOME ETF,JPRE,12,6722,,
A,USD,STD,INDL,C,041279,2023-12-31,PGIM FLOATING RATE INCOM ETF,PFRL,12,6722,,
A,USD,STD,INDL,C,041283,2023-12-31,DOUBLELINE SHILLR C US E ETF,CAPE,12,6722,,
A,USD,STD,INDL,C,041285,2023-12-31,SIMPLIFY US EQUIT BITCN STGY,SPBC,12,6722,,
A,CAD,STD,INDL,C,041287,2023-12-31,EXEMPLAR GROWTH AND INC FUND,EGIF.,12,6722,,
A,USD,STD,INDL,C,041288,2023-12-31,BONDBL CCC R USD H Y C B ETF,XCCC,12,6722,,
A,USD,STD,INDL,C,041289,2023-12-31,BONDBLO BB R USD H Y C B ETF,XBB,12,6722,,
A,USD,STD,INDL,C,041293,2023-12-31,IVANHOE ELECTRIC INC,IE,12,1000,-177.7620,3.9030
A,USD,STD,INDL,C,041298,2023-12-31,COPPER PROPERTY CTL PASS T T,CPPTL,12,6512,83.7090,101.5820
A,CAD,STD,INDL,C,041300,2023-12-31,FEMTO TECHNOLOGIES INC,FMTO,12,7372,-5.1630,1.0770
I,USD,STD,INDL,C,041304,2023-12-31,PROCURE DISASTER RECOVRY ETF,FIXT.1,12,6722,,
A,USD,STD,INDL,C,041309,2023-12-31,SHUTTLE PHARMACEUTICAL H INC,SHPH,12,2834,-5.8860,0.0000
I,USD,STD,INDL,C,041312,2023-12-31,NEWDAY OCEAN HEALTH ETF,AHOY,12,6722,,
A,USD,STD,INDL,C,041314,2023-12-31,GOTHAM 1000 VALUE ETF,GVLU,12,6722,,
A,USD,STD,INDL,C,041315,2023-12-31,USCF DIVIDEND INCOME FUND,UDI,12,6722,,
I,USD,STD,INDL,C,041317,2023-12-31,V SHARES MSCI W E M & C FUND,VMAT,12,6722,,
A,USD,STD,INDL,C,041318,2023-12-31,PACER DATA AND DIGITAL R ETF,TRFK,12,6722,,
A,USD,STD,INDL,C,041319,2023-12-31,PACER INDUSTRIALS AND LO ETF,SHPP,12,6722,,
A,USD,STD,INDL,C,041320,2023-12-31,PIMCO SENIOR LOAN ACTIVE ETF,LONZ,12,6722,,
I,USD,STD,INDL,C,041324,2023-03-31,WARRANTEE INC -ADR,WRNT,3,7311,0.4480,1.8300
A,CAD,STD,INDL,C,041325,2023-12-31,HARVEST CANADIAN EQU I L ETF,HLIF.,12,6722,,
A,USD,STD,INDL,C,041326,2023-12-31,JPMORGAN INTERNATI R E E ETF,JIRE,12,6722,,
A,USD,STD,INDL,C,041328,2023-12-31,NANO LABS LTD,NA,12,3674,-36.1530,11.0480
A,USD,STD,INDL,C,041341,2023-12-31,FT VEST LADDER NASDAQ BUFFER,BUFQ,12,6722,,
I,USD,STD,INDL,C,041342,2023-12-31,OPTIMIZE AI SMART SE E D ETF,OAIE,12,6722,,
I,USD,STD,INDL,C,041343,2023-12-31,SYNTAX STRATIFIED T M II ETF,SYII,12,6722,,
A,USD,STD,INDL,C,041349,2023-12-31,LICHEN INTERNATIONAL LTD,LICN,12,8721,15.0900,39.7590
A,USD,STD,INDL,C,041350,2023-09-30,STARBOX GROUP HOLDINGS LTD,STBXF,9,7311,6.3870,11.7410
A,USD,STD,INDL,C,041357,2023-12-31,PROSHARES SHORT BITCOIN ETF,BITI,12,6722,,
A,USD,STD,INDL,C,041360,2023-12-31,IONIC INFLATION PROTECTI ETF,CPII,12,6722,,
A,USD,STD,INDL,C,041363,2023-12-31,NYLI WINSLOW FC LG CP GR ETF,IWFG,12,6722,,
A,USD,STD,INDL,C,041364,2023-12-31,NYLI WINSLOW LG CP GRWTH ETF,IWLG,12,6722,,
A,USD,STD,INDL,C,041365,2023-12-31,VANECK CLO ETF,CLOI,12,6722,,
A,USD,STD,INDL,C,041366,2023-12-31,ENHABIT INC,EHAB,12,8082,90.3000,1046.3000
I,USD,STD,INDL,C,041370,2023-12-31,NUVEEN GLOBAL NET ZER TR ETF,NTZG,12,6722,,
A,USD,STD,INDL,C,041371,2023-12-31,ISHARES INFLA HE US AG B ETF,AGIH,12,6722,,
A,USD,STD,INDL,C,041372,2023-12-31,ISHARES INFLATI HE H Y B ETF,HYGI,12,6722,,
A,USD,STD,INDL,C,041373,2023-12-31,ISHARES INTER R H US A B ETF,AGRH,12,6722,,
A,USD,STD,INDL,C,041374,2023-12-31,UNITED MARITIME CORP,USEA,12,4412,4.3530,36.0670
A,USD,STD,INDL,C,041378,2023-12-31,XTRACKERS NET ZERO PATHW ETF,USNZ,12,6722,,
A,USD,STD,INDL,C,041382,2023-12-31,AOT GROWTH AND INNOVATIO ETF,AOTG,12,6722,,
A,USD,STD,INDL,C,041385,2023-12-31,FRANKLIN RESPONSIBLY GOL ETF,FGDL,12,6722,,
A,USD,STD,INDL,C,041386,2023-12-31,ISHARES IBONDS DEC 2032 ETF,IBDX,12,6722,,
A,USD,STD,INDL,C,041387,2023-12-31,BONDBLOXX JP MORGAN 1-10 ETF,XEMD,12,6722,,
A,USD,STD,INDL,C,041388,2023-12-31,DAY HAGAN/NED DA R S S I ETF,SSXU,12,6722,,
A,USD,STD,INDL,C,041390,2023-12-31,SCHWAB CRYPTO ECONOMY ETF,STCE,12,6722,,
A,USD,STD,INDL,C,041394,2023-12-31,GLOBAL X INTEREST RT HDG ETF,RATE,12,6722,,
A,USD,STD,INDL,C,041395,2023-12-31,GLOBAL X INT RT VO & INFL HD,IRVH,12,6722,,
A,USD,STD,INDL,C,041396,2023-12-31,ISHARES IBONDS D 32 TRM TRSY,IBTM,12,6722,,
A,USD,STD,INDL,C,041399,2023-12-31,RIVERNORTH ENH P-M SPAC ETF,SPCZ,12,6722,,
I,CAD,STD,INDL,C,041402,2023-12-31,BLACK DIAMOND IMP CO EQ FUND,BDIC.,12,6722,,
A,USD,STD,INDL,C,041403,2023-12-31,AAM TRANSFORMERS ETF,TRFM,12,6722,,
A,USD,STD,INDL,C,041405,2023-12-31,TRADR 1.5X SHORT NVDA DY ETF,NVDS,12,6722,,
A,USD,STD,INDL,C,041410,2023-12-31,TRADR 2X SHORT TSLA DALY ETF,TSLQ,12,6722,,
A,USD,STD,INDL,C,041412,2023-12-31,MATTHEWS EMERGING MARKTS ETF,MEM,12,6722,,
I,USD,STD,INDL,C,041414,2023-12-31,HARBOR ENERGY TRAN ST ETF,RENW,12,6722,,
A,USD,STD,INDL,C,041416,2023-12-31,FTAI INFRASTRUCTURE INC,FIP,12,4013,43.9700,320.4720
A,USD,STD,INDL,C,041420,2023-12-31,M-TRON INDUSTRIES INC,MPTI,12,3679,7.1620,41.1680
A,USD,STD,INDL,C,041422,2023-12-31,BRAVO MINING CORP,BRVMF,12,1000,-4.2980,0.0000
A,USD,STD,INDL,C,041424,2023-03-31,SRIVARU HOLDING LTD,SVUHF,3,3751,-0.5430,0.1120
A,USD,STD,INDL,C,041426,2023-06-30,TREASURE GLOBAL INC,TGL,6,7310,-10.1290,69.4080
A,USD,STD,INDL,C,041430,2023-12-31,TOUCHSTONE STRATGIC INCM ETF,SIO,12,6722,,
I,USD,STD,INDL,C,041431,2023-12-31,INNOVATOR HDGD TSLA STRT ETF,TSLH,12,6722,,
A,USD,STD,INDL,C,041447,2023-12-31,TOUCHSTONE US LG CP FCSD ETF,LCF,12,6722,,
A,USD,STD,INDL,C,041448,2023-12-31,LIPELLA PHARMACEUTICALS INC,LIPO,12,2836,-4.7440,0.4500
A,USD,STD,INDL,C,041454,2023-12-31,CONDUCTOR GLOBAL EQ VAL ETF,CGV,12,6722,,
A,USD,STD,INDL,C,041455,2023-12-31,HORIZON KINETICS BLO DEV ETF,BCDF,12,6722,,
A,USD,STD,FS,C,041459,2023-12-31,FIRSTSUN CAP BANCORP,FSUN,12,6021,,492.7760
A,USD,STD,INDL,C,041459,2023-12-31,FIRSTSUN CAP BANCORP,FSUN,12,6021,187.6190,492.7760
A,USD,STD,INDL,C,041468,2023-12-31,HEMPACCO CO INC,HPCO,12,2111,-8.4130,4.0460
A,USD,STD,INDL,C,041469,2023-12-31,LOGAN CAPITAL BROA IN GR ETF,LCLG,12,6722,,
A,USD,STD,INDL,C,041474,2023-12-31,NEWTON GOLF COMPANY INC,NWTG,12,3949,-4.6010,0.3490
A,USD,STD,INDL,C,041476,2023-12-31,GRANITESHARES 2X LG AAPL DLY,AAPB,12,6722,,
A,USD,STD,INDL,C,041477,2023-12-31,DIREXION DAILY A B 1X SHARES,AAPD,12,6722,,
A,USD,STD,INDL,C,041478,2023-12-31,DIREXION DAILY AAPL BL 2X SH,AAPU,12,6722,,
A,USD,STD,INDL,C,041479,2023-12-31,GRANITESHARES 2X LG COIN DLY,CONL,12,6722,,
A,USD,STD,INDL,C,041481,2023-12-31,US TREASURY 3 MONTH BILL ETF,TBIL,12,6722,,
A,USD,STD,INDL,C,041482,2023-12-31,US TREASURY 10 YEAR NOTE ETF,UTEN,12,6722,,
A,USD,STD,INDL,C,041483,2023-12-31,US TREASURY 2 YEAR NOTE ETF,UTWO,12,6722,,
A,USD,STD,INDL,C,041484,2023-12-31,DIREXION DAILY T B 1X SHARES,TSLS,12,6722,,
A,USD,STD,INDL,C,041485,2023-12-31,DIREXION DAILY TSLA BL 2X SH,TSLL,12,6722,,
A,USD,STD,INDL,C,041486,2023-12-31,GRANITESHARES 1.25X LNG TSLA,TSL,12,6722,,
I,USD,STD,INDL,C,041488,2023-12-31,SOFI WEB 3 ETF,TWEB,12,6722,,
A,USD,STD,INDL,C,041489,2023-12-31,STRIVE US ENERGY ETF,DRLL,12,6722,,
A,USD,STD,INDL,C,041490,2023-12-31,JPMORGAN ACTIVE GROWTH ETF,JGRO,12,6722,,
A,CAD,STD,INDL,C,041491,2023-12-31,GLOBAL X EQUAL WG CAN UTIITS,UTIL.,12,6722,,
A,USD,STD,INDL,C,041493,2023-12-31,DIREXION D E & A V B 2X SHRS,EVAV,12,6722,,
A,USD,STD,INDL,C,041498,2023-12-31,BEAMR IMAGING LTD,BMR,12,7372,-0.8520,2.9090
A,USD,STD,INDL,C,041501,2023-12-31,ARGENT MID CAP ETF,AMID,12,6722,,
A,USD,STD,INDL,C,041502,2023-06-30,GLOBAL ENGINE GROUP HLDG LTD,GLE,6,7370,0.4430,5.7020
A,USD,STD,INDL,C,041505,2023-06-30,LONGDUODUO CO LTD,LDDD,6,8090,0.0970,3.8190
A,USD,STD,INDL,C,041507,2023-12-31,GIGACLOUD TECHNOLOGY INC,GCT,12,5961,116.1870,703.8310
A,USD,STD,INDL,C,041508,2023-12-31,ISHARES FINTECH ACTIVE ETF,BPAY,12,6722,,
A,USD,STD,INDL,C,041509,2023-12-31,AZTLAN GLOBA S S DM SMID ETF,AZTD,12,6722,,
A,USD,STD,INDL,C,041511,2023-12-31,INNOVATION BEVERAG GROUP LTD,IBG,12,2085,-2.0190,3.1480
A,USD,STD,INDL,C,041513,2023-12-31,ISHARES HIGH YI C B BW S ETF,HYGW,12,6722,,
A,USD,STD,INDL,C,041514,2023-12-31,ISHARES INVE G C B B W S ETF,LQDW,12,6722,,
A,USD,STD,INDL,C,041515,2023-12-31,ISHARES 20 YEA T B B W S ETF,TLTW,12,6722,,
A,USD,STD,INDL,C,041518,2023-12-31,INVESCO AGRICUL C S N K1 ETF,PDBA,12,6722,,
A,USD,STD,INDL,C,041519,2023-12-31,ADVISORSHARES MSOS 2X DA ETF,MSOX,12,6722,,
A,USD,STD,INDL,C,041520,2023-12-31,AMPLIFY NATURAL RESO D I ETF,NDIV,12,6722,,
A,USD,STD,INDL,C,041521,2023-12-31,INSPIRE FIDELIS MU F ESG ETF,FDLS,12,6722,,
A,USD,STD,INDL,C,041522,2023-12-31,THIRD HARMONIC BIO INC,THRD,12,2836,-43.9190,0.0000
A,USD,STD,INDL,C,041527,2023-12-31,ISHARES NEUROSCIENCE A H ETF,IBRN,12,6722,,
A,USD,STD,INDL,C,041532,2023-03-31,ZHONG YUAN BIO-TECHNOL H LTD,ZHYBF,3,2833,-1.2480,1.6630
A,USD,STD,INDL,C,041534,2023-12-31,NEOS S&P 500 HIGH INCOME ETF,SPYI,12,6722,,
A,CAD,STD,INDL,C,041535,2023-12-31,TD GLOBAL CARBN CRDT IDX ETF,TCBN.,12,6722,,
A,USD,STD,INDL,C,041536,2023-12-31,NEOS ENHANCED INCM AG BD ETF,BNDI,12,6722,,
A,USD,STD,INDL,C,041537,2023-12-31,NEOS ENHANCED INCO 1-3 M ETF,CSHI,12,6722,,
A,USD,STD,INDL,C,041538,2023-12-31,GENELUX CORP,GNLX,12,2836,-23.6660,0.1700
A,USD,STD,INDL,C,041539,2023-12-31,XPERI INC,XPER,12,7372,-41.7100,521.3340
A,CAD,STD,INDL,C,041542,2023-12-31,LYSANDER-CANSO FL RT ACTVETF,LYFR.,12,6722,,
A,CAD,STD,INDL,C,041543,2023-12-31,LYSANDER-CANSO CP TR ACTVETF,LYCT.,12,6722,,
I,USD,STD,INDL,C,041544,2023-12-31,JAKOTA K POP AND KOR ENT ETF,KPOP,12,6722,,
A,USD,STD,INDL,C,041545,2023-12-31,ASSET ENTITIES INC,ASST,12,7311,-4.9300,0.2770
A,USD,STD,INDL,C,041548,2023-12-31,INTCHAINS GROUP LTD  -ADR,ICG,12,3674,-8.6230,11.5960
A,CAD,STD,INDL,C,041550,2023-12-31,HAMILTON ENHANCED UTILIT ETF,HUTS.,12,6722,,
A,USD,STD,INDL,C,041551,2023-12-31,DIREXION DA AMZN B 1X SHARES,AMZD,12,6722,,
A,USD,STD,INDL,C,041552,2023-12-31,DIREXION DAILY AMZN BL 2X SH,AMZU,12,6722,,
A,USD,STD,INDL,C,041553,2023-12-31,DIREXION DALY GOOGL BL 2X SH,GGLL,12,6722,,
A,USD,STD,INDL,C,041554,2023-12-31,DIREXION DAI GOOGL BEAR 1X S,GGLS,12,6722,,
A,USD,STD,INDL,C,041555,2023-12-31,DIREXION DAILY MSFT BEA 1X S,MSFD,12,6722,,
I,CAD,STD,INDL,C,041556,2023-12-31,GUARDPATH MANAGE D 2042 FUND,GPMD.,12,6722,,
I,USD,STD,INDL,C,041557,2023-12-31,JPMORGAN SUSTAINABLE INF ETF,BLLD,12,6722,,
A,USD,STD,INDL,C,041558,2023-12-31,INVESCO BULLETS 2032 C B ETF,BSCW,12,6722,,
A,USD,STD,INDL,C,041559,2023-12-31,INVESCO BUS 2030 H Y C B ETF,BSJU,12,6722,,
A,USD,STD,INDL,C,041566,2023-12-31,HARBOR INTERNATIONAL COM ETF,OSEA,12,6722,,
A,USD,STD,INDL,C,041567,2023-12-31,AMPLIFY CWP INT ECD DVD INCM,IDVO,12,6722,,
A,USD,STD,INDL,C,041569,2023-12-31,PARAZERO TECHNOLOGIES LTD,PRZO,12,3829,-2.4360,0.6210
A,USD,STD,INDL,C,041570,2023-06-30,SUPER X AI TECHNOLOGY LTD,SUPX,6,7389,-0.0880,6.1410
A,CAD,STD,INDL,C,041575,2023-12-31,FRANKLIN CAN ULT SRT TRM BND,FHIS.,12,6722,,
A,CAD,STD,INDL,C,041579,2023-12-31,BETAPRO EQU W C B 2X D B ETF,ATMD.,12,6722,,
A,CAD,STD,INDL,C,041580,2023-12-31,BETAPRO EQ W C B 2X D BU ETF,ATMU.,12,6722,,
A,USD,STD,INDL,C,041581,2023-12-31,THOR EQUL WGHT LW VLTLTY ETF,THLV,12,6722,,
I,USD,STD,INDL,C,041583,2023-12-31,CARBON STRATEGY ETF,KARB,12,6722,,
A,CAD,STD,INDL,C,041585,2023-12-31,PURPOSE CASH MANAGEMENT FD,MNY.,12,6722,,
A,USD,STD,INDL,C,041586,2023-12-31,AB TAX-AWARE SHORT DUR M ETF,TAFI,12,6722,,
A,USD,STD,INDL,C,041587,2023-12-31,AB ULTRA SHORT INCOME ETF,YEAR,12,6722,,
A,USD,STD,INDL,C,041588,2023-12-31,BONDBLOXX BL  Y T D US T ETF,XFIV,12,6722,,
A,USD,STD,INDL,C,041589,2023-12-31,ONEASCENT INTERNATIONA E ETF,OAIM,12,6722,,
A,USD,STD,INDL,C,041590,2023-12-31,BONDBLOXX B S M T D US T ETF,XHLF,12,6722,,
A,USD,STD,INDL,C,041591,2023-12-31,BONDBLOXX B T Y T D US T ETF,XTRE,12,6722,,
A,USD,STD,INDL,C,041592,2023-12-31,BONDBLOXX B T Y T D U T ETF,XTWY,12,6722,,
A,USD,STD,INDL,C,041593,2023-12-31,BONDBLOXX BL T Y T D U T ETF,XTWO,12,6722,,
I,USD,STD,INDL,C,041594,2023-12-31,KRANESHARES S& P A D A I ETF,KDIV,12,6722,,
A,USD,STD,INDL,C,041596,2023-12-31,ONEASCENT EMERGING MARKE ETF,OAEM,12,6722,,
A,USD,STD,INDL,C,041597,2023-12-31,BONDBLOXX B O Y T D US T ETF,XONE,12,6722,,
A,USD,STD,INDL,C,041598,2023-12-31,BONDBLOXX B S Y T D US T ETF,XSVN,12,6722,,
A,USD,STD,INDL,C,041599,2023-12-31,BONDBLOXX B T Y T D U TR ETF,XTEN,12,6722,,
A,USD,STD,INDL,C,041600,2023-12-31,STRIVE 500 ETF,STRV,12,6722,,
A,USD,STD,INDL,C,041601,2023-12-31,MAIN BUYWRITE ETF,BUYW,12,6722,,
A,USD,STD,INDL,C,041605,2023-12-31,CARBON COLLECTIVE CLMTE SLTS,CCSO,12,6722,,
A,CAD,STD,INDL,C,041606,2023-12-31,DYNAMIC ACTIVE ED YLD CVR OP,DXQ.,12,6722,,
A,USD,STD,INDL,C,041607,2023-12-31,ALTRIUS GLOBAL DIVIDEND ETF,DIVD,12,6722,,
A,USD,STD,INDL,C,041609,2023-12-31,ISHARES MSCI WATER MAN M ETF,IWTR,12,6722,,
A,USD,STD,INDL,C,041612,2023-12-31,WISDOMTREE TRUE EMERGING MKT,XC,12,6722,,
A,USD,STD,INDL,C,041613,2023-12-31,FT VES US E E A M B ETF SEPT,XSEP,12,6722,,
A,USD,STD,INDL,C,041615,2023-12-31,PRIME MEDICINE INC,PRME,12,2836,-186.6390,0.0000
A,USD,STD,INDL,C,041616,2023-12-31,CADRENAL THERAPEUT INC,CVKD,12,2836,-7.6300,0.0000
A,CAD,STD,INDL,C,041618,2023-12-31,CI AUSPICE BROAD COMDTY FUND,CCOM.,12,6722,,
A,CAD,STD,INDL,C,041619,2023-12-31,CI GLOBAL GREEN BOND FUND,CGRB.,12,6722,,
A,CAD,STD,INDL,C,041620,2023-12-31,CI GLOBAL STNBL INFRAST FUND,CGRN.,12,6722,,
A,USD,STD,INDL,C,041621,2023-12-31,NXU INC,NXUR,12,3690,-45.8160,0.4960
A,USD,STD,INDL,C,041622,2023-12-31,BIOHAVEN LTD,BHVN,12,2836,-422.6820,0.0000
A,USD,STD,INDL,C,041623,2023-12-31,BLUEROCK HOMES TRST INC,BHM,12,6798,-15.2760,43.7020
A,CAD,STD,INDL,C,041625,2023-12-31,FIDELITY ADVANTAG E ETF FUND,FETH.,12,6722,,
A,USD,STD,INDL,C,041626,2023-12-31,US HIGH DIVIDEND ETF,JHDV,12,6722,,
A,USD,STD,INDL,C,041627,2023-12-31,WANG & LEE GROUP INC,WLGS,12,1700,-0.7630,6.8260
A,USD,STD,INDL,C,041629,2023-12-31,AXS GREEN ALPHA ETF,NXTE,12,6722,,
A,USD,STD,INDL,C,041630,2023-12-31,AVANTIS INFLATION FOC EQ ETF,AVIE,12,6722,,
A,USD,STD,INDL,C,041631,2023-12-31,AVANTIS ALL EQUITY MAKTS ETF,AVGE,12,6722,,
A,USD,STD,INDL,C,041632,2023-12-31,PUTNAM BDC INCOME ETF,PBDC,12,6722,,
A,USD,STD,INDL,C,041633,2023-12-31,SIMPLIFY BITCOIN ST PLUS ETF,MAXI,12,6722,,
A,USD,STD,INDL,C,041635,2023-12-31,PUTNAM BIOREVOLUTION ETF,SYNB,12,6722,,
A,USD,STD,INDL,C,041636,2023-12-31,CALIBERCOS INC,CWD,12,6282,-17.4310,90.9370
A,USD,STD,INDL,C,041640,2023-12-31,MOBILEYE GLOBAL INC,MBLY,12,7372,480.0000,2079.0000
A,USD,STD,INDL,C,041641,2023-06-30,ARB IOT GROUP LTD,ARBB,6,7373,12.7520,51.8800
A,USD,STD,INDL,C,041644,2023-12-31,BITWISE WEB3 ETF,BWEB,12,6722,,
A,USD,STD,INDL,C,041646,2023-12-31,INNOV MSCI EM PBUF ETF OCT,EOCT,12,6722,,
A,USD,STD,INDL,C,041647,2023-12-31,INNOVTR MSCI EAFE PB ETF OCT,IOCT,12,6722,,
A,USD,STD,INDL,C,041648,2023-12-31,SRH US QUALITY GARP ETF,SRHQ,12,6722,,
A,USD,STD,INDL,C,041649,2023-12-31,GLOBAL X RL 2000 CD CL & GTH,RYLG,12,6722,,
A,USD,STD,INDL,C,041650,2023-12-31,THRIVENT SMALL-MD CAP EQ ETF,TSME,12,6722,,
A,USD,STD,INDL,C,041651,2023-12-31,ISHARES FLOATING RATE LO ETF,BRLN,12,6722,,
A,USD,STD,INDL,C,041652,2023-12-31,VANECK MORNINGSTAR SMID MOAT,SMOT,12,6722,,
A,USD,STD,INDL,C,041653,2023-12-31,INNOVATOR UNCD ACD US EQ ETF,XUSP,12,6722,,
A,USD,STD,INDL,C,041654,2023-12-31,TOUCHSTONE ULTRA SHRT IN ETF,TUSI,12,6722,,
A,USD,STD,INDL,C,041655,2023-12-31,STRIVE US SEMICONDUCTOR ETF,SHOC,12,6722,,
A,USD,STD,INDL,C,041656,2023-12-31,DISTILLATE SML/MID C FLW ETF,DSMC,12,6722,,
A,USD,STD,INDL,C,041659,2023-12-31,POLYRIZON LTD,PLRZ,12,2836,-0.6310,0.0000
A,USD,STD,INDL,C,041661,2023-12-31,INNEOVA HOLDINGS LTD,INEO,12,5013,2.6570,59.5210
A,USD,STD,INDL,C,041662,2023-06-30,FITELL CORP,FTEL,6,5961,-0.3350,4.7990
A,USD,STD,INDL,C,041663,2023-12-31,GOD BLESS AMERICA ETF,YALL,12,6722,,
A,USD,STD,INDL,C,041664,2023-12-31,UNLIMITED HFND M STGY RN TR,HFND,12,6722,,
A,USD,STD,INDL,C,041665,2023-12-31,VICTORYSHARES WESTEND US SR,MODL,12,6722,,
A,USD,STD,INDL,C,041666,2023-12-31,SCHWAB MUNICIPAL BOND,SCMB,12,6722,,
A,USD,STD,INDL,C,041670,2023-12-31,HARBOR HUMAN CA F US L C ETF,HAPI,12,6722,,
I,USD,STD,INDL,C,041671,2023-12-31,KRANESHARES ELECTN MTLS SGY,KMET,12,6722,,
A,USD,STD,INDL,C,041672,2023-12-31,AMERICAN CENTURY S D S INC,SDSI,12,6722,,
A,USD,STD,INDL,C,041673,2023-12-31,INVESCO NASDAQ FTRE GEN 200,QQQS,12,6722,,
A,USD,STD,INDL,C,041674,2023-12-31,MATTHEWS CHINA ACTIVE ETF,MCH,12,6722,,
A,USD,STD,INDL,C,041675,2023-12-31,BURNEY US FACTOR ROTATIN ETF,BRNY,12,6722,,
A,CAD,STD,INDL,C,041676,2023-12-31,DESJARDINS ABSOLUTE RETU ETF,DAMG.,12,6722,,
A,USD,STD,INDL,C,041679,2023-12-31,EA BRIDGEWAY BLUE CHIP ETF,BBLU,12,6722,,
A,USD,STD,INDL,C,041680,2023-12-31,FUNDX ETF,XCOR,12,6722,,
A,USD,STD,INDL,C,041681,2023-12-31,FUNDX AGGRESSIVE ETF,XNAV,12,6722,,
A,USD,STD,INDL,C,041684,2023-12-31,ACRIVON THERAPEUTICS INC,ACRV,12,2834,-66.5670,0.0000
A,USD,STD,INDL,C,041685,2023-12-31,GAXOS.AI INC,GXAI,12,7372,-3.9530,0.0000
A,USD,STD,INDL,C,041686,2023-12-31,SNAIL INC,SNAL,12,7372,-8.4760,60.9020
A,USD,STD,INDL,C,041687,2023-12-31,DEFI DEVELOPMENT CORP,DFDV,12,6163,-3.4040,2.0030
A,USD,STD,INDL,C,041688,2023-09-30,ADAMAS ONE CORP,JEWL,9,3911,-16.7160,1.0080
A,CAD,STD,INDL,C,041691,2023-12-31,BROMPTON ENHD MULTI-AST INC,BMAX.,12,6722,,
A,USD,STD,INDL,C,041692,2023-12-31,VANECK GREEN INFRASTRUCTURE,RNEW,12,6722,,
A,USD,STD,INDL,C,041693,2023-12-31,FT VEST RISING D A T IN ETF,RDVI,12,6722,,
A,CAD,STD,INDL,C,041694,2023-12-31,RBC TRGT 2028 CAN COR BD IDX,RQQ.,12,6722,,
A,CAD,STD,INDL,C,041695,2023-12-31,RBC TRGT 2029 CAN COR BD IDX,RQR.,12,6722,,
A,USD,STD,INDL,C,041700,2023-12-31,SOUNDWATCH HEDGED EQUITY ETF,SHDG,12,6722,,
A,USD,STD,INDL,C,041701,2023-12-31,COMMODITY STRATEGY ETF,NBCM,12,6722,,
A,USD,STD,INDL,C,041703,2023-12-31,NYLI MACKAY HIGH INCOME ETF,IQHI,12,6722,,
A,USD,STD,INDL,C,041704,2023-12-31,ANGEL OAK ULTRASHORT INCOME,UYLD,12,6722,,
A,USD,STD,INDL,C,041705,2023-12-31,NYLI CANDRIAM US MID CAP EQU,IQSM,12,6722,,
A,CAD,STD,INDL,C,041706,2023-12-31,HARVEST TECH ACHRS ENHD INC,HTAE.,12,6722,,
A,CAD,STD,INDL,C,041707,2023-12-31,HARVEST EQ WT GL U ENHD INC,HUTE.,12,6722,,
I,CAD,STD,INDL,C,041708,2023-12-31,HARVEST CAN EQ ENHD INC LDR,HLFE.,12,6722,,
